Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Honda,Model C,2012,3.2,45219,Petrol,Manual,28385.49752
Honda,Model B,2018,3.6,16487,Petrol,Manual,34155.17338
BMW,Model A,2014,2,36815,Electric,Automatic,30615.6615
Toyota,Model D,2000,2.8,196670,Electric,Automatic,13993.41131
Honda,Model D,2016,3.7,165902,Electric,Automatic,26816.46498
Ford,Model A,2019,3.7,92338,Petrol,Automatic,29831.19502
Honda,Model D,2003,3.3,39352,Electric,Manual,25695.62544
Audi,Model E,2019,1.3,186892,Petrol,Automatic,23469.73661
Toyota,Model E,2008,1.2,53974,Diesel,Automatic,19351.97675
BMW,Model E,2005,2.4,143336,Diesel,Manual,19379.6519
Toyota,Model C,2002,1.1,135905,Petrol,Manual,16440.1388
Audi,Model A,2021,4.2,20030,Petrol,Manual,36601.30089
Audi,Model E,2001,1.1,122357,Electric,Automatic,16034.28883
Audi,Model B,2017,1.1,5290,Petrol,Automatic,30918.59715
Audi,Model E,2018,1.6,124605,Petrol,Manual,22211.69868
Ford,Model C,2006,3.2,132891,Diesel,Automatic,22507.34904
BMW,Model B,2002,2.9,70643,Electric,Automatic,24621.46323
Audi,Model A,2017,3.3,12736,Electric,Automatic,32585.78556
Audi,Model A,2019,4.1,157855,Petrol,Manual,27523.46316
Honda,Model E,2019,2.6,11480,Electric,Automatic,31836.15176
BMW,Model B,2018,1.2,37551,Diesel,Automatic,29099.14166
Toyota,Model B,2008,3.7,166735,Diesel,Manual,24892.46309
BMW,Model E,2015,3.8,18140,Diesel,Automatic,37334.84724
BMW,Model E,2005,1.2,125417,Petrol,Manual,20768.2655
BMW,Model D,2020,1.8,84247,Petrol,Manual,27695.92378
Audi,Model D,2011,3.7,108624,Diesel,Automatic,24748.26262
Audi,Model E,2005,2.3,150652,Diesel,Automatic,15485.7257
Ford,Model C,2012,2.7,157865,Electric,Automatic,23398.9743
Toyota,Model D,2004,3.9,167493,Electric,Automatic,26301.18501
Honda,Model E,2012,1.3,48717,Electric,Automatic,25576.74548
BMW,Model B,2019,3.4,141691,Electric,Automatic,28900.66089
Toyota,Model D,2006,1.8,13147,Diesel,Manual,24856.35285
Toyota,Model C,2011,1.2,39022,Electric,Automatic,26061.10058
Ford,Model A,2020,3.3,98718,Diesel,Automatic,29420.07057
Honda,Model B,2003,1.4,28670,Diesel,Manual,22515.92123
BMW,Model C,2004,3.6,195199,Petrol,Automatic,17841.09419
Honda,Model C,2015,1.7,94362,Electric,Manual,26136.26556
Ford,Model C,2003,1.2,8146,Diesel,Automatic,22468.39209
Audi,Model B,2007,1.3,13787,Petrol,Manual,25449.31278
Toyota,Model C,2015,3.9,178860,Petrol,Automatic,23533.51511
BMW,Model A,2007,2.3,190251,Diesel,Automatic,19767.16815
Audi,Model D,2016,2.1,31544,Diesel,Automatic,31567.53045
Ford,Model B,2013,2.7,43028,Electric,Manual,28150.94144
Honda,Model C,2011,3.2,183094,Electric,Manual,20617.38878
Toyota,Model E,2002,1.1,25598,Diesel,Manual,18393.22535
BMW,Model D,2019,4.1,125857,Diesel,Manual,28077.71172
Audi,Model B,2001,4.4,60263,Petrol,Manual,24503.44274
Audi,Model E,2012,2.5,20354,Petrol,Automatic,29290.30009
Toyota,Model E,2020,2.4,26108,Petrol,Manual,32897.36378
Honda,Model C,2010,4.1,88490,Petrol,Automatic,31261.28195
Ford,Model B,2011,2.5,166792,Petrol,Manual,20136.63506
Honda,Model C,2017,4,16727,Electric,Automatic,33441.31747
Honda,Model A,2008,1.1,144678,Petrol,Manual,17779.70437
Honda,Model E,2006,2.7,161987,Diesel,Automatic,17468.52576
Toyota,Model A,2005,4.3,170876,Electric,Automatic,24614.78164
Toyota,Model C,2013,1.9,153388,Petrol,Manual,25216.0948
Ford,Model D,2017,1.9,184475,Petrol,Automatic,23660.732
Honda,Model E,2013,3.2,137655,Petrol,Manual,26878.75875
Toyota,Model D,2004,4.2,198756,Diesel,Automatic,19138.76643
Ford,Model B,2019,1.7,49899,Petrol,Automatic,30750.71547
Ford,Model E,2012,4.2,188915,Diesel,Manual,26450.90287
Honda,Model A,2000,3.3,134428,Diesel,Automatic,18235.50912
BMW,Model D,2011,4.5,120586,Petrol,Automatic,30336.25835
Honda,Model B,2018,3.6,65921,Petrol,Manual,31856.35671
BMW,Model E,2009,3.3,15811,Electric,Manual,29112.93411
Ford,Model B,2004,3.9,69769,Electric,Manual,23556.99083
Toyota,Model A,2019,1.6,28919,Electric,Manual,30695.47083
Audi,Model E,2005,4.3,6246,Diesel,Automatic,32027.82627
Ford,Model B,2011,1.6,128619,Petrol,Manual,16749.36618
Toyota,Model C,2020,1.1,67271,Electric,Manual,28522.82713
Ford,Model E,2002,3.4,18941,Diesel,Manual,27304.71029
Honda,Model E,2013,1.6,79222,Electric,Automatic,24977.28419
BMW,Model E,2020,3.7,168662,Electric,Manual,24031.82229
Ford,Model E,2003,3.8,99482,Petrol,Automatic,20407.91887
Toyota,Model C,2016,1.8,14422,Petrol,Manual,29718.96022
Honda,Model A,2016,1.3,99183,Diesel,Automatic,21294.45241
Audi,Model C,2013,2.8,83425,Petrol,Automatic,32299.18525
Honda,Model C,2014,4.1,120016,Electric,Automatic,30794.68275
BMW,Model B,2006,4,103601,Diesel,Manual,22746.67282
Honda,Model D,2003,1.4,119797,Diesel,Manual,19056.7802
Audi,Model D,2016,4.4,76033,Diesel,Manual,33338.42716
Toyota,Model B,2005,1.9,147728,Diesel,Automatic,17188.50174
Ford,Model C,2010,2.2,129886,Petrol,Manual,23871.52902
BMW,Model B,2011,1.5,191288,Electric,Automatic,13762.66202
Audi,Model E,2014,2.3,83526,Petrol,Manual,25740.05448
BMW,Model B,2011,3.2,62034,Petrol,Manual,26753.08126
Honda,Model B,2010,2.8,166287,Diesel,Manual,24880.59596
BMW,Model E,2016,3.9,39264,Petrol,Manual,30916.04091
Audi,Model D,2007,3.2,92963,Petrol,Manual,25622.53576
Ford,Model E,2011,1.9,1324,Electric,Automatic,26858.80935
Ford,Model A,2008,3,20286,Diesel,Automatic,30111.19962
BMW,Model B,2010,1.2,150578,Petrol,Manual,18007.8894
Toyota,Model B,2002,3,125646,Diesel,Automatic,17288.87578
BMW,Model D,2006,2.4,26730,Electric,Manual,25403.60786
Honda,Model C,2020,1.3,53737,Petrol,Manual,30600.84206
Ford,Model E,2002,2.1,117410,Electric,Manual,19375.04423
Ford,Model C,2020,4.1,192986,Electric,Manual,24565.03017
Ford,Model A,2015,3.1,184900,Diesel,Automatic,20258.72757
Toyota,Model E,2009,4.2,2894,Diesel,Automatic,30468.49399
Toyota,Model A,2006,2.4,159011,Diesel,Automatic,16879.58426
Audi,Model A,2019,4.4,190256,Petrol,Automatic,25983.1008
BMW,Model A,2014,2.3,122336,Diesel,Automatic,23560.75324
BMW,Model E,2020,3.6,48896,Petrol,Manual,34938.97504
Honda,Model E,2020,2.1,47563,Electric,Manual,30269.43749
Ford,Model D,2009,1.4,165801,Diesel,Automatic,15640.37056
Toyota,Model B,2011,3.9,121256,Electric,Automatic,24402.8456
Honda,Model C,2017,3.7,163000,Diesel,Manual,27637.5592
Honda,Model C,2008,3.9,127481,Electric,Manual,24203.50203
Toyota,Model A,2008,2,84595,Petrol,Manual,21346.45877
BMW,Model E,2003,3.5,18323,Electric,Automatic,27846.85316
Ford,Model E,2004,1.8,94685,Petrol,Manual,21479.80923
BMW,Model A,2006,1,49165,Diesel,Automatic,23072.854
Honda,Model B,2006,4,47993,Diesel,Manual,27398.42168
Ford,Model C,2010,2.8,111318,Diesel,Manual,22234.55415
Audi,Model D,2009,4.4,130140,Petrol,Automatic,25342.12156
Honda,Model B,2010,2.3,115433,Diesel,Manual,21408.84104
BMW,Model E,2017,4.3,57314,Petrol,Manual,27967.6776
BMW,Model A,2011,3.2,158261,Petrol,Manual,22514.88598
BMW,Model C,2015,2.8,14640,Electric,Automatic,27070.27824
Toyota,Model A,2003,2.1,166786,Diesel,Automatic,14908.78973
Honda,Model E,2016,3.9,111115,Electric,Manual,28078.55355
Ford,Model A,2016,3.9,35950,Petrol,Automatic,36091.83724
BMW,Model C,2020,2.5,118174,Electric,Manual,25719.85118
BMW,Model A,2004,3.5,170404,Diesel,Automatic,19946.28939
Toyota,Model C,2012,2.6,86426,Petrol,Automatic,25247.16971
Ford,Model A,2002,3.6,151534,Electric,Automatic,20544.821
Honda,Model A,2016,4.5,34675,Diesel,Manual,32940.24879
Audi,Model C,2010,1.9,167831,Diesel,Automatic,16251.12173
Toyota,Model A,2000,3.2,185000,Electric,Automatic,16364.11217
Honda,Model B,2017,2.3,35431,Petrol,Automatic,30362.95709
Audi,Model D,2016,2.9,8127,Diesel,Manual,32769.21924
BMW,Model B,2008,4.1,195082,Petrol,Manual,20846.07351
BMW,Model D,2019,2.2,16712,Diesel,Manual,31352.70894
Ford,Model B,2006,1.3,194573,Petrol,Manual,16480.01767
Audi,Model D,2004,3.8,143534,Petrol,Automatic,22848.32187
BMW,Model A,2015,2.9,10397,Diesel,Manual,30171.67016
BMW,Model C,2006,2.6,21101,Electric,Manual,25848.17369
Ford,Model C,2012,1.6,124567,Electric,Manual,19567.90892
Honda,Model E,2012,1.3,45196,Electric,Manual,26476.04514
BMW,Model D,2014,2,182390,Petrol,Manual,21804.71247
Toyota,Model E,2016,3.5,196989,Electric,Manual,26982.00388
Toyota,Model E,2016,2.4,80560,Electric,Automatic,29245.65702
Honda,Model D,2018,3,140697,Diesel,Manual,27322.46495
Audi,Model C,2009,1.3,184368,Petrol,Automatic,22040.39155
Ford,Model D,2001,1.4,102185,Electric,Automatic,17885.44013
Toyota,Model A,2013,1,40876,Diesel,Manual,26567.67163
Toyota,Model E,2002,3.4,93553,Petrol,Automatic,18501.60575
Honda,Model E,2006,1.9,77972,Diesel,Automatic,23525.80215
Audi,Model D,2010,4.4,108700,Electric,Automatic,32198.25286
Audi,Model E,2016,2.1,6747,Petrol,Automatic,31435.71448
Honda,Model C,2014,2.3,18583,Petrol,Manual,31238.69053
Toyota,Model E,2018,2.6,160119,Electric,Automatic,27412.56725
Ford,Model D,2010,2.1,35497,Diesel,Manual,30029.43171
Toyota,Model C,2014,3.9,74323,Petrol,Manual,31302.54176
Audi,Model C,2014,4.1,139110,Petrol,Automatic,24079.67059
Toyota,Model E,2005,1,3910,Petrol,Automatic,23762.46937
Ford,Model D,2014,3.3,101800,Electric,Automatic,29064.00358
BMW,Model E,2008,3.4,175151,Diesel,Automatic,22437.67255
Toyota,Model A,2004,4.4,40270,Electric,Manual,27481.68155
Honda,Model A,2018,2.3,167640,Petrol,Automatic,23482.76563
BMW,Model C,2004,1.7,139234,Diesel,Automatic,16715.51739
Honda,Model E,2021,2.8,76798,Diesel,Manual,30961.78329
Honda,Model A,2012,2.6,163370,Electric,Manual,22293.79982
Honda,Model B,2017,3.8,166663,Electric,Manual,27851.33802
Toyota,Model A,2019,4.2,99796,Petrol,Manual,32662.01081
Audi,Model E,2016,1.3,30270,Electric,Automatic,27222.73893
BMW,Model E,2014,4,53054,Electric,Automatic,28969.73407
Ford,Model A,2013,4.2,103241,Electric,Manual,29494.5637
Audi,Model E,2015,4.2,23801,Electric,Automatic,33130.9552
Toyota,Model E,2003,3.7,81392,Electric,Manual,27045.10227
Honda,Model B,2016,3.6,77588,Petrol,Automatic,32144.85173
Ford,Model C,2019,1.1,27789,Diesel,Manual,29992.3395
BMW,Model E,2013,4.2,13683,Electric,Manual,31704.74501
Audi,Model D,2017,2.2,39162,Diesel,Manual,27239.38312
Audi,Model C,2005,1.1,139244,Diesel,Automatic,16742.56835
Ford,Model C,2021,2.4,39225,Electric,Automatic,32630.96441
Toyota,Model D,2007,3.6,36064,Electric,Automatic,24423.25667
BMW,Model A,2008,2.5,87704,Diesel,Automatic,24561.90194
Ford,Model B,2000,3.7,171063,Petrol,Automatic,17945.55955
Honda,Model E,2012,2.8,15698,Diesel,Manual,24473.43568
BMW,Model A,2002,2,77320,Petrol,Manual,18422.25944
Audi,Model D,2005,1.7,162544,Diesel,Manual,15193.75523
Ford,Model B,2016,2.5,162798,Electric,Manual,21419.83598
Audi,Model B,2007,1.1,155620,Petrol,Manual,17693.98554
Audi,Model B,2005,2.5,93667,Diesel,Manual,25393.12505
Audi,Model D,2015,1.2,77987,Petrol,Manual,25927.79478
Toyota,Model A,2000,4.1,38328,Electric,Manual,26548.05682
Audi,Model E,2009,3,17358,Petrol,Automatic,27080.35437
Honda,Model B,2017,3.3,6276,Electric,Automatic,34805.55693
Honda,Model B,2021,2,6224,Electric,Automatic,32822.10295
BMW,Model A,2013,1.8,186717,Petrol,Automatic,19765.73108
Audi,Model B,2004,3.5,50822,Electric,Automatic,24251.64767
Audi,Model B,2016,3.4,105422,Electric,Manual,25372.45765
Ford,Model D,2013,1.4,21555,Electric,Manual,29061.42949
Toyota,Model C,2017,1.8,186861,Petrol,Manual,22079.62121
BMW,Model A,2003,4.3,63689,Electric,Manual,25457.30689
Audi,Model A,2019,2.1,37573,Diesel,Automatic,34472.39293
Ford,Model A,2001,1.1,186985,Electric,Automatic,10358.04734
Toyota,Model D,2006,1.2,61238,Diesel,Automatic,22618.54847
BMW,Model D,2006,3.7,26107,Petrol,Automatic,32200.76226
BMW,Model E,2006,3.7,20200,Diesel,Manual,29227.7012
Audi,Model D,2012,2.3,15308,Electric,Manual,26514.41947
BMW,Model A,2018,1.5,70669,Electric,Manual,29423.3426
Ford,Model E,2021,2.7,65234,Electric,Manual,30547.36551
BMW,Model C,2005,2.2,146632,Electric,Manual,17339.60467
Honda,Model B,2019,2.3,141476,Electric,Manual,24221.09866
Ford,Model B,2016,1.9,143920,Electric,Automatic,26860.74533
Toyota,Model E,2017,1.2,97412,Petrol,Manual,24219.40987
Toyota,Model C,2000,3.8,74309,Electric,Automatic,21044.54231
Audi,Model B,2012,3.2,81779,Diesel,Manual,29804.65086
Audi,Model E,2018,3.9,147186,Diesel,Automatic,25265.433
Honda,Model D,2015,2.8,80564,Diesel,Automatic,28200.2613
Toyota,Model A,2009,4.4,85477,Petrol,Automatic,26666.00276
Toyota,Model C,2012,4.4,191945,Diesel,Automatic,25415.24117
Toyota,Model B,2009,2,87601,Diesel,Manual,22273.15736
Toyota,Model A,2013,2.4,128692,Diesel,Automatic,21042.62482
BMW,Model E,2008,3.6,191100,Petrol,Manual,20932.68819
Ford,Model B,2020,3.7,82150,Diesel,Manual,31374.30064
Ford,Model A,2010,4.2,104758,Diesel,Automatic,28845.96239
Honda,Model D,2002,3.3,18267,Petrol,Automatic,25820.65684
BMW,Model C,2007,2.7,192514,Electric,Manual,22557.21487
Toyota,Model E,2011,2.3,71567,Diesel,Manual,24408.31545
Toyota,Model B,2002,2.5,189100,Electric,Manual,17890.26937
Audi,Model D,2006,4,141219,Diesel,Automatic,22238.56281
Audi,Model C,2013,4.4,102787,Petrol,Manual,28918.49012
Honda,Model C,2006,1.2,185146,Electric,Automatic,16655.13171
Toyota,Model D,2006,3,34136,Petrol,Automatic,24409.74552
Honda,Model B,2013,2.8,198874,Electric,Automatic,23533.56301
BMW,Model C,2011,2.3,17035,Petrol,Automatic,29633.28704
Ford,Model E,2000,4,100414,Electric,Automatic,23561.89705
Toyota,Model A,2004,3,14775,Electric,Automatic,28132.7785
BMW,Model E,2010,2.1,166938,Electric,Manual,21010.39334
Toyota,Model C,2000,2.6,133827,Diesel,Manual,18869.24117
Audi,Model A,2012,2.2,171388,Electric,Manual,23463.32632
Honda,Model D,2016,2.5,61079,Electric,Automatic,28957.35108
Audi,Model A,2002,1.2,95995,Diesel,Manual,17242.86711
Ford,Model A,2009,1.4,17561,Diesel,Automatic,26389.75642
Audi,Model A,2018,3.2,80917,Petrol,Manual,30554.27413
Toyota,Model C,2006,3.4,171589,Petrol,Manual,22091.56011
Audi,Model B,2019,3.2,25618,Diesel,Manual,37349.58164
Toyota,Model C,2002,3.7,18940,Diesel,Manual,24561.39216
Ford,Model B,2021,4.3,11876,Diesel,Automatic,37702.62355
Audi,Model D,2011,4,47777,Diesel,Manual,27984.54569
Honda,Model D,2021,2.5,55946,Diesel,Automatic,31281.73384
Honda,Model D,2009,1.8,142199,Petrol,Automatic,19692.78872
Honda,Model D,2020,2.1,173655,Diesel,Automatic,23737.53375
Audi,Model D,2011,3.1,7596,Diesel,Automatic,32129.57187
Audi,Model E,2014,4,18468,Petrol,Manual,33794.0506
Audi,Model C,2005,3.5,18855,Electric,Manual,26357.85704
Toyota,Model B,2018,2.9,30467,Petrol,Automatic,34089.76366
Ford,Model D,2004,3.1,139229,Petrol,Manual,20010.41706
Honda,Model E,2019,2.8,107790,Diesel,Manual,27646.26671
Toyota,Model E,2001,4.4,110564,Electric,Automatic,20735.02427
Honda,Model E,2020,3.9,131990,Petrol,Automatic,27270.04844
Toyota,Model C,2018,3.7,4747,Electric,Manual,34232.7708
Audi,Model D,2018,2.8,42563,Petrol,Manual,31588.87823
Honda,Model E,2003,2.2,65192,Diesel,Manual,23495.71582
Audi,Model E,2019,1.1,120424,Petrol,Manual,20590.74557
Honda,Model D,2004,1.2,153037,Petrol,Automatic,19476.05479
BMW,Model C,2006,1.1,60730,Petrol,Manual,19624.6873
Toyota,Model E,2003,4.4,181305,Electric,Manual,19463.80613
BMW,Model B,2010,1.4,106170,Electric,Automatic,20792.49821
Toyota,Model A,2002,1.5,155079,Diesel,Manual,13983.20343
Ford,Model A,2004,2.7,72086,Electric,Automatic,22186.50357
Honda,Model A,2019,2.7,107904,Electric,Automatic,28028.21037
Ford,Model C,2014,4.2,84023,Electric,Manual,29894.57448
Ford,Model E,2020,1.3,31194,Diesel,Manual,33210.81618
Toyota,Model A,2017,4.4,87555,Diesel,Automatic,30452.53048
BMW,Model A,2015,1.8,153372,Diesel,Manual,26099.08507
Audi,Model D,2015,4.4,24592,Diesel,Manual,35160.86417
Toyota,Model E,2009,2.9,98736,Petrol,Manual,21257.99733
Audi,Model E,2000,3.3,53202,Diesel,Manual,21277.41174
Ford,Model D,2010,2.1,164076,Diesel,Automatic,18095.26342
Audi,Model E,2016,3.1,196914,Petrol,Automatic,23309.66931
BMW,Model B,2014,3.5,55033,Petrol,Manual,32887.58637
Toyota,Model C,2006,1,185643,Electric,Manual,16346.05385
BMW,Model D,2005,1.1,63091,Electric,Automatic,18510.85441
BMW,Model A,2014,4.5,109805,Diesel,Manual,31939.75781
Toyota,Model E,2014,2.6,107509,Electric,Manual,23738.48658
BMW,Model B,2006,4.3,180904,Petrol,Manual,19770.7702
Honda,Model B,2002,3.6,165355,Electric,Automatic,21030.03067
Honda,Model C,2013,2.3,17335,Electric,Manual,31288.9687
Honda,Model B,2008,1.5,136479,Diesel,Automatic,20806.14896
Audi,Model E,2002,4.4,414,Petrol,Automatic,28819.41487
BMW,Model E,2005,3,91535,Petrol,Manual,22773.39356
Toyota,Model B,2019,1.7,70507,Electric,Automatic,26032.83999
Toyota,Model E,2008,3.4,15145,Electric,Automatic,29017.96919
Audi,Model E,2000,1.3,136057,Electric,Manual,13450.30505
Toyota,Model A,2008,4,89889,Diesel,Automatic,26148.89894
Honda,Model D,2011,1.3,7650,Electric,Automatic,31307.42897
BMW,Model E,2003,1.8,43407,Electric,Manual,22576.54045
Toyota,Model E,2015,1.3,162644,Diesel,Automatic,18750.53099
Toyota,Model C,2004,1.4,190604,Petrol,Manual,16756.24476
Ford,Model D,2016,2.8,88441,Diesel,Automatic,30863.54883
Ford,Model D,2016,3.4,93303,Electric,Manual,32003.83593
Ford,Model D,2005,3.8,87377,Electric,Manual,23777.90308
BMW,Model B,2014,3.4,105632,Petrol,Automatic,27295.73477
Honda,Model A,2000,2.3,158824,Diesel,Automatic,13135.52954
Honda,Model A,2012,3,154084,Electric,Manual,26414.41786
Honda,Model C,2015,4.2,122274,Petrol,Manual,29034.55236
BMW,Model D,2001,2.4,12708,Electric,Manual,20923.88392
BMW,Model D,2018,1.9,146123,Petrol,Manual,27801.26938
Ford,Model E,2001,2.8,27175,Electric,Automatic,22384.15467
Toyota,Model B,2020,2,19335,Electric,Automatic,31244.06577
Audi,Model B,2011,1.9,186968,Petrol,Automatic,16858.42819
Audi,Model C,2011,3.7,132609,Petrol,Automatic,22855.62728
Toyota,Model A,2007,4.1,101472,Electric,Manual,26405.58697
Ford,Model D,2011,2.8,136759,Petrol,Automatic,21868.94962
Toyota,Model C,2010,3.7,16352,Electric,Manual,27532.40822
Toyota,Model B,2001,1.7,116583,Electric,Automatic,19052.76379
Audi,Model B,2000,2.9,40571,Diesel,Automatic,23777.75336
Ford,Model B,2003,3.2,172216,Electric,Automatic,21864.86738
BMW,Model D,2008,2.7,99760,Electric,Manual,22666.58748
Audi,Model D,2006,1.4,99798,Petrol,Automatic,19890.19633
BMW,Model D,2021,3.6,189564,Diesel,Automatic,27644.94413
Ford,Model E,2009,3.9,9479,Petrol,Automatic,31105.13699
Toyota,Model A,2019,3.2,26814,Petrol,Automatic,34061.59535
Honda,Model B,2013,1.6,10065,Electric,Manual,27554.952
Honda,Model B,2000,1.3,25820,Electric,Manual,16704.41282
Ford,Model E,2004,2.1,141510,Electric,Automatic,18700.50316
Honda,Model B,2012,1.1,22871,Petrol,Manual,27206.63845
BMW,Model B,2005,3.9,49325,Petrol,Manual,26160.93356
Honda,Model D,2021,3.5,19661,Electric,Manual,40489.30877
Ford,Model D,2016,3,54850,Petrol,Automatic,29303.18311
Ford,Model A,2014,4.1,1396,Diesel,Automatic,32879.2808
BMW,Model B,2006,1.4,173,Diesel,Manual,25678.89592
Honda,Model C,2007,3.5,120909,Diesel,Manual,23924.58694
Honda,Model B,2020,1.5,175426,Petrol,Automatic,20080.76539
Toyota,Model B,2001,1.2,15913,Diesel,Automatic,22697.77512
Audi,Model A,2017,1.5,191039,Electric,Manual,20035.33815
Ford,Model C,2020,4.3,76616,Electric,Manual,36246.14284
Toyota,Model B,2006,2.5,121433,Electric,Manual,21727.87978
Ford,Model C,2019,1.2,84998,Diesel,Automatic,26180.02465
Toyota,Model D,2015,3,62726,Diesel,Automatic,31913.51589
Audi,Model D,2018,1.7,184953,Petrol,Manual,21054.68717
Toyota,Model C,2008,1,100003,Electric,Manual,17328.89498
Ford,Model B,2011,3.7,80499,Petrol,Manual,25149.25826
Honda,Model C,2013,1.5,55820,Diesel,Automatic,26194.38184
Ford,Model C,2006,4.3,123842,Petrol,Automatic,28048.66285
BMW,Model D,2001,3.1,19475,Electric,Manual,24441.05066
BMW,Model C,2016,1.3,198452,Petrol,Automatic,21197.21245
BMW,Model E,2010,1.8,170237,Petrol,Automatic,19710.97685
BMW,Model E,2017,3.1,117939,Diesel,Automatic,26977.04377
Audi,Model D,2011,2.2,114412,Diesel,Automatic,19864.18118
Honda,Model B,2002,2.9,105824,Diesel,Manual,20841.66465
Honda,Model B,2020,3.8,141014,Diesel,Automatic,31158.15583
Ford,Model D,2013,3.8,33660,Electric,Manual,32327.33558
Toyota,Model B,2014,3.4,8406,Electric,Manual,31700.40081
Ford,Model A,2018,4.1,144243,Petrol,Manual,27930.31823
Ford,Model E,2009,1.7,95839,Electric,Automatic,20840.4745
Ford,Model A,2008,1.6,87259,Petrol,Automatic,20519.4497
Ford,Model A,2009,3.8,82525,Diesel,Manual,27063.78798
Honda,Model A,2019,2.1,188967,Petrol,Manual,22938.32705
Toyota,Model D,2003,2.8,112976,Petrol,Manual,21462.76058
Ford,Model A,2018,3.6,53566,Electric,Manual,30581.37431
Honda,Model C,2009,2.4,147384,Petrol,Automatic,20878.17372
Ford,Model B,2016,1.5,98039,Electric,Automatic,25028.03737
BMW,Model D,2011,3.4,51665,Petrol,Automatic,27699.82535
Ford,Model C,2000,3.9,160472,Electric,Automatic,19391.26165
Ford,Model C,2010,1,105347,Diesel,Manual,18947.62417
Audi,Model E,2012,3,148633,Electric,Automatic,25953.55303
BMW,Model E,2000,2.6,176478,Diesel,Manual,16224.1696
Toyota,Model C,2000,1.9,87101,Electric,Automatic,19534.02739
Ford,Model E,2020,1.6,83403,Diesel,Automatic,27886.35
Toyota,Model B,2015,1.7,29621,Diesel,Manual,27761.5021
BMW,Model B,2006,3.5,183535,Electric,Manual,18379.2011
Ford,Model E,2009,2.9,86205,Diesel,Manual,23324.62531
Audi,Model A,2015,4.4,89233,Petrol,Automatic,27780.33188
Honda,Model C,2000,1.9,140809,Petrol,Manual,15945.24794
Audi,Model B,2021,4.3,32035,Diesel,Manual,37895.7315
Audi,Model E,2008,2.8,112257,Diesel,Automatic,20543.69193
Honda,Model E,2005,1.5,75224,Diesel,Manual,23384.33942
Honda,Model B,2014,1.5,12974,Electric,Manual,25205.93443
Honda,Model B,2003,3.1,24648,Petrol,Automatic,27176.34564
Ford,Model A,2014,3.9,169198,Diesel,Manual,23649.06055
Toyota,Model E,2009,3.6,28612,Diesel,Manual,31427.41602
Toyota,Model E,2015,3.3,108722,Electric,Manual,29189.83412
Honda,Model D,2012,1.6,42576,Petrol,Manual,31370.70503
Audi,Model A,2018,1.4,145655,Diesel,Automatic,22270.64947
BMW,Model B,2019,1,152258,Petrol,Manual,18413.7929
Honda,Model B,2003,1.4,25563,Electric,Manual,18240.03598
Audi,Model C,2019,3.7,157763,Petrol,Automatic,27599.64299
Audi,Model B,2021,4.1,195409,Diesel,Automatic,28258.24953
Ford,Model E,2015,1.8,67127,Diesel,Automatic,25308.67328
Ford,Model B,2010,3.8,80994,Petrol,Manual,28278.55633
Toyota,Model E,2014,1.7,136973,Electric,Automatic,24338.21804
Toyota,Model E,2010,1.9,106383,Electric,Manual,23648.9375
BMW,Model A,2010,1.8,107083,Electric,Automatic,22166.58465
BMW,Model B,2002,1.2,9034,Electric,Manual,20256.51211
BMW,Model A,2016,1.7,36417,Diesel,Manual,30243.3227
BMW,Model E,2004,2.3,93728,Petrol,Automatic,23677.28534
Audi,Model B,2012,2.4,149021,Diesel,Automatic,21146.56259
Audi,Model B,2009,2.1,118297,Petrol,Automatic,19442.76845
Toyota,Model A,2004,2.8,166769,Petrol,Automatic,20570.55763
Ford,Model A,2011,2.3,33489,Electric,Manual,28068.4709
Ford,Model E,2007,4.4,132876,Electric,Automatic,25259.40994
Honda,Model E,2011,3.8,78147,Petrol,Manual,31630.9466
Audi,Model B,2015,4.3,60538,Petrol,Manual,28486.29736
BMW,Model B,2001,3,195616,Petrol,Automatic,15295.28902
BMW,Model D,2002,3.4,197262,Diesel,Manual,17692.28229
Honda,Model D,2017,1.6,47877,Petrol,Automatic,32335.89112
Ford,Model C,2016,3.6,173728,Diesel,Automatic,25415.18458
BMW,Model E,2001,1.8,153909,Petrol,Automatic,14437.70895
Ford,Model C,2021,1.5,53391,Electric,Automatic,30263.8748
Honda,Model C,2011,1.1,13229,Petrol,Manual,27500.3928
Ford,Model A,2016,2.7,158359,Petrol,Automatic,26866.86113
Ford,Model A,2005,2,148348,Diesel,Manual,21024.16828
Ford,Model D,2016,4.5,135362,Petrol,Manual,25406.01303
BMW,Model C,2001,1.9,93666,Diesel,Automatic,17082.09819
Toyota,Model D,2007,4,50812,Diesel,Automatic,29686.43846
Audi,Model E,2013,2.1,159194,Electric,Manual,22261.7235
Ford,Model B,2005,3.6,112203,Electric,Manual,23960.60565
Ford,Model A,2008,3.3,168753,Electric,Automatic,19911.66954
Ford,Model E,2000,3,154792,Electric,Manual,17741.72666
Toyota,Model E,2004,2.5,184144,Diesel,Automatic,16329.18613
Honda,Model A,2006,3.3,107632,Petrol,Manual,24167.52142
BMW,Model A,2008,2.4,2523,Diesel,Manual,28691.0057
Toyota,Model C,2013,2.9,99964,Electric,Manual,26951.03321
Ford,Model D,2008,3.1,138702,Petrol,Automatic,22814.9167
Toyota,Model E,2003,1.9,4512,Diesel,Manual,23735.16197
Toyota,Model C,2019,2.2,165698,Petrol,Automatic,27793.60471
